%
% Comments go after a '%' sign.
%
%
% Relation: Exoplanets Candidates Kepler
%
%
% Attributes: 39     Instances: 956
%
%

@relation Exoplanets Candidates Kepler

@attribute 'DispositionScore' numeric
@attribute 'OrbitalPeriod[days' numeric
@attribute 'OrbitalPeriodUpperUnc.[days' numeric
@attribute 'OrbitalPeriodLowerUnc.[days' numeric
@attribute 'TransitEpoch[BKJD' numeric
@attribute 'TransitEpochUpperUnc.[BKJD' numeric
@attribute 'TransitEpochLowerUnc.[BKJD' numeric
@attribute 'ImpactParamete' numeric
@attribute 'ImpactParameterUpperUnc' numeric
@attribute 'ImpactParameterLowerUnc' numeric
@attribute 'TransitDuration[hrs' numeric
@attribute 'TransitDurationUpperUnc.[hrs' numeric
@attribute 'TransitDurationLowerUnc.[hrs' numeric
@attribute 'TransitDepth[ppm' numeric
@attribute 'TransitDepthUpperUnc.[ppm' numeric
@attribute 'TransitDepthLowerUnc.[ppm' numeric
@attribute 'PlanetaryRadius[Earthradii' numeric
@attribute 'PlanetaryRadiusUpperUnc.[Earthradii' numeric
@attribute 'PlanetaryRadiusLowerUnc.[Earthradii' numeric
@attribute 'EquilibriumTemperature[K' numeric
@attribute 'InsolationFlux[Earthflux' numeric
@attribute 'InsolationFluxUpperUnc.[Earthflux' numeric
@attribute 'InsolationFluxLowerUnc.[Earthflux' numeric
@attribute 'TransitSignal-to-Nois' numeric
@attribute 'TCEPlanetNumbe' numeric
@attribute 'StellarEffectiveTemperature[K' numeric
@attribute 'StellarEffectiveTemperatureUpperUnc.[K' numeric
@attribute 'StellarEffectiveTemperatureLowerUnc.[K' numeric
@attribute 'StellarSurfaceGravity[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityUpperUnc.[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityLowerUnc.[log10(cm/s**2)' numeric
@attribute 'StellarRadius[Solarradii' numeric
@attribute 'StellarRadiusUpperUnc.[Solarradii' numeric
@attribute 'StellarRadiusLowerUnc.[Solarradii' numeric
@attribute 'RA[decimaldegrees' numeric
@attribute 'Dec[decimaldegrees' numeric
@attribute 'Kepler-band[mag]' numeric
@attribute 'ExoplanetCandidate' numeric
@attribute 'ExoplanetConfirmed' numeric

@data
0.995,5.65690281,7.9e-05,-7.9e-05,131.5761,0.0111,-0.0111,0.014,0.436,-0.014,3.583,0.301,-0.301,32.2,3.6,-3.6,0.74,0.12,-0.15,1159.0,425.7,184.17,-168.68,10.4,1.0,5687.0,77.0,-77.0,4.191,0.182,-0.098,1.32,0.218,-0.266,287.67059,43.197239,12.715,1,1
0.0,0.864651455,6.73e-06,-6.73e-06,131.69239,0.00692,-0.00692,0.235,0.233,-0.235,3.461,0.191,-0.191,67.7,5.0,-5.0,0.69,0.19,-0.06,1720.0,2062.08,1651.05,-560.19,16.5,1.0,5587.0,166.0,-182.0,4.556,0.031,-0.178,0.851,0.226,-0.075,289.97064,43.662239,14.901,0,0
0,273.528359,0.00461,-0.00461,246.3207,0.0116,-0.0116,1.363,0.311,-0.3229,22.346,0.639,-0.639,409.0,11.5,-11.5,115.4,32.9,-34.0,557.0,22.75,19.52,-13.13,32.1,0,7682.0,229.0,-305.0,3.838,0.235,-0.176,2.783,0.794,-0.821,294.41833,46.038712,11.575,0,0
1.0,2.05388477,3.36e-06,-3.36e-06,133.73432,0.00126,-0.00126,0.282,0.19,-0.282,2.1635,0.0445,-0.0445,547.0,12.7,-12.7,2.74,0.42,-0.46,1523.0,1271.11,511.98,-438.49,50.0,1.0,5632.0,76.0,-76.0,4.282,0.156,-0.104,1.176,0.18,-0.198,296.32199,48.971481,15.269,1,2
0.892,1.242639742,5.78e-06,-5.78e-06,131.88125,0.00406,-0.00406,0.152,0.313,-0.152,1.763,0.112,-0.112,159.0,12.2,-12.2,1.02,0.21,-0.09,1487.0,1159.26,699.26,-311.57,16.1,1.0,5520.0,149.0,-182.0,4.572,0.034,-0.144,0.818,0.164,-0.07,298.44647,40.624882,15.33,1,1
1.0,32.376183,0.000131,-0.000131,150.41557,0.00311,-0.00311,0.896,0.009,-0.61,4.4639,0.0792,-0.0792,745.0,24.1,-24.1,2.26,0.16,-0.07,392.0,5.61,1.32,-0.76,34.2,2.0,4580.0,92.0,-92.0,4.641,0.012,-0.045,0.675,0.046,-0.021,285.25366,46.582191,14.897,1,1
0.861,82.303914,0.00144,-0.00144,159.0461,0.0162,-0.0162,0.859,0.085,-0.606,15.404,0.466,-0.466,737.0,37.2,-37.2,4.47,0.65,-0.98,485.0,13.05,5.13,-5.51,22.3,1.0,5602.0,84.0,-75.0,4.13,0.195,-0.09,1.425,0.208,-0.312,289.71201,50.128208,15.654,1,2
0.0,3.98216698,1.46e-05,-1.46e-05,135.52749,0.00326,-0.00326,0.775,0.052,-0.54,2.396,0.109,-0.109,381.0,16.3,-16.3,3.32,0.52,-0.84,1374.0,842.48,351.33,-395.71,27.1,1.0,5570.0,83.0,-72.0,4.066,0.21,-0.09,1.548,0.241,-0.391,292.92276,38.47728,15.035,0,0
0.059,3.055171082,1.18e-06,-1.18e-06,171.099046,0.000301,-0.000301,1.204,13.8,-0.072,1.6798,0.0179,-0.0179,8670.0,75.0,-75.0,35.24,9.86,-4.57,1358.0,804.33,667.81,-276.61,143.2,1.0,6237.0,176.0,-220.0,4.426,0.098,-0.196,0.987,0.276,-0.128,297.39825,40.229191,14.741,0,0
0.0,12.4261809,0.000385,-0.000385,141.5307,0.0307,-0.0307,0.98,0.106,-0.005,29.09,2.0,-2.0,92.2,2.6,-2.6,1.88,0.51,-0.63,976.0,214.85,172.6,-130.41,39.0,1.0,5948.0,161.0,-178.0,4.106,0.35,-0.15,1.432,0.391,-0.478,297.64059,40.531952,13.219,0,0
1.0,8.77425786,2.93e-05,-2.93e-05,132.33386,0.00296,-0.00296,0.917,0.025,-0.693,2.2245,0.076,-0.076,240.0,12.6,-12.6,1.75,0.53,-0.22,771.0,83.63,76.88,-25.89,22.3,1.0,5146.0,154.0,-138.0,4.445,0.1,-0.3,0.905,0.277,-0.111,297.07465,39.933849,13.714,1,2
0.986,3.54553077,2.16e-05,-2.16e-05,132.37486,0.00468,-0.00468,0.143,0.321,-0.143,4.143,0.139,-0.139,119.0,7.4,-7.4,1.62,0.27,-0.32,1448.0,1039.47,445.71,-409.1,18.1,3.0,5794.0,78.0,-78.0,4.118,0.182,-0.098,1.496,0.245,-0.299,293.51984,41.277409,15.024,1,2
0.0,21.5702917,0.000647,-0.000647,137.2647,0.0245,-0.0245,1.155,0.98,-0.12,40.4,2.5,-2.5,149.0,6.1,-6.1,29.53,8.46,-13.8,888.0,146.81,126.37,-109.66,41.0,1.0,6070.0,181.0,-181.0,3.983,0.472,-0.157,1.628,0.466,-0.758,297.13824,44.378078,13.86,0,0
0.0,5.082523739,1.45e-07,-1.45e-07,132.9614122,2.33e-05,-2.33e-05,0.269,0.009,-0.003,5.04732,0.00168,-0.00168,276000.0,49.2,-49.2,61.88,17.8,-8.21,1266.0,606.33,493.26,-202.3,5286.2,1.0,6507.0,146.0,-194.0,4.343,0.101,-0.188,1.145,0.33,-0.152,290.92267,40.777359,13.508,0,0
0,215.044269,0.00567,-0.00567,225.6177,0.0189,-0.0189,0.121,0.3223,-0.1209,3.517,0.779,-0.779,351.0,59.8,-59.8,1.89,0.71,-0.28,306.0,2.07,2.37,-0.74,8.7,1.0,5651.0,187.0,-166.0,4.374,0.127,-0.244,1.02,0.381,-0.151,295.33859,40.00787,14.088,0,0
0.0,4.50279037,0,0,134.1343,0,0,0,0,0,6.72,0,0,0,0,0,0,0,0,0,1017.15,1743.12,-424.26,0,1.0,0,0,0,0,0,0,0,0,0,283.18817,43.01564,11.606,0,0
1.0,1.8679943,1.02e-05,-1.02e-05,133.22986,0.00505,-0.00505,0.173,0.294,-0.173,1.087,0.169,-0.169,73.4,11.4,-11.4,0.7,0.14,-0.07,1291.0,658.77,421.7,-171.57,10.0,1.0,5487.0,147.0,-147.0,4.568,0.038,-0.152,0.815,0.175,-0.075,290.88486,39.115921,14.185,1,1
0,355.84731,0.0209,-0.0209,447.657,0.0398,-0.0398,0.1578,0.3081,-0.1577,16.68,2.1,-2.1,124.0,14.9,-14.9,1.68,1.04,-0.32,354.0,3.71,6.93,-1.62,9.8,1.0,6823.0,165.0,-242.0,4.212,0.121,-0.344,1.493,0.919,-0.288,291.14532,49.365318,13.127,1,1
0.0,2.050435466,1.3e-06,-1.3e-06,133.288776,0.00056,-0.00056,1.275,0.196,-0.109,8.0122,0.0227,-0.0227,7770.0,20.7,-20.7,34.84,6.5,-4.35,1278.0,629.98,400.07,-211.12,445.8,1.0,5440.0,207.0,-189.0,4.496,0.092,-0.127,0.825,0.154,-0.103,287.16849,39.379581,14.808,0,0
0.0,3.58957045,1.12e-05,-1.12e-05,132.99426,0.00258,-0.00258,0.002,1.292,-0.001,3.418,0.602,-0.602,1220.0,64.8,-64.8,2.49,0.11,-0.21,862.0,131.02,28.92,-33.49,53.6,1.0,4608.0,138.0,-138.0,4.559,0.06,-0.024,0.746,0.031,-0.062,299.70837,40.864239,15.705,0,0
0.508,44.433726,0.00102,-0.00102,162.9825,0.0214,-0.0214,0.624,0.02,-0.486,6.118,0.407,-0.407,240.0,30.9,-30.9,1.85,0.29,-0.29,538.0,19.73,8.21,-6.4,8.0,3.0,5596.0,83.0,-75.0,4.298,0.143,-0.104,1.145,0.178,-0.178,296.19614,45.634331,15.364,1,1
0.018,3.530164642,5.82e-07,-5.82e-07,134.77535,0.000136,-0.000136,0.019,0.16,-0.019,4.11466,0.00974,-0.00974,69900.0,118.0,-118.0,35.71,11.3,-7.52,1465.0,1086.97,1004.72,-501.78,731.2,1.0,6208.0,167.0,-223.0,4.226,0.185,-0.185,1.344,0.424,-0.283,300.09155,44.41481,13.924,0,0
0,484.172005,0.00831,-0.00831,545.2208,0.0103,-0.0103,0.3737,0.0926,-0.3734,4.566,0.49,-0.49,518.0,55.6,-55.6,2.38,1.1,-0.23,235.0,0.72,1.01,-0.21,11.3,1.0,5858.0,168.0,-218.0,4.456,0.049,-0.311,1.04,0.483,-0.101,290.96146,38.673439,13.881,0,0
0,87.565484,0.00248,-0.00248,134.2932,0.0147,-0.0147,0.0563,0.5056,-0.0559,2.527,0.681,-0.681,396.0,119.0,-119.0,2.12,1.09,-0.21,437.0,8.6,13.15,-2.6,6.7,1.0,6064.0,149.0,-220.0,4.429,0.055,-0.32,1.069,0.55,-0.108,284.32489,45.482319,15.212,1,1
0.0,2.995357359,6.34e-07,-6.34e-07,132.796981,0.00022,-0.00022,0.843,0.012,-0.012,6.57901,0.00542,-0.00542,172000.0,140.0,-140.0,112.12,28.4,-52.8,1791.0,2437.81,1980.75,-1833.63,1467.6,1.0,5949.0,216.0,-180.0,3.892,0.52,-0.13,1.94,0.492,-0.913,299.13101,41.589901,16.455,0,0
0.202,16.9341628,0.000764,-0.000764,145.9902,0.0362,-0.0362,0.662,0.312,-0.433,3.94,1.5,-1.5,208.0,49.4,-49.4,1.71,0.57,-0.18,798.0,95.78,95.34,-30.65,7.2,2.0,6321.0,196.0,-239.0,4.417,0.052,-0.208,1.125,0.37,-0.123,287.72198,43.596432,15.934,0,0
0.999,11.6044881,0.000113,-0.000113,139.05603,0.00673,-0.00673,0.118,0.334,-0.118,3.409,0.209,-0.209,268.0,20.3,-20.3,1.88,0.28,-0.34,841.0,118.5,47.61,-43.33,14.5,2.0,5533.0,83.0,-74.0,4.275,0.168,-0.112,1.166,0.174,-0.212,289.66489,50.020039,15.254,1,1
0.0,2.49432176,6.02e-06,-6.02e-06,133.61066,0.00274,-0.00274,0.069,0.306,-0.069,2.3269,0.0504,-0.0504,8040.0,201.0,-201.0,8.91,0.0,0.0,1342.0,766.49,0.0,0.0,43.2,1.0,5780.0,0,0,4.438,0,0,1.0,0,0,294.1062,46.210991,17.69,0,0
1.0,10.04157214,3.13e-05,-3.13e-05,137.08442,0.0024,-0.0024,0.768,0.139,-0.539,2.6577,0.0794,-0.0794,1110.0,43.0,-43.0,2.97,0.22,-0.16,712.0,60.74,15.12,-10.64,28.1,2.0,5244.0,105.0,-105.0,4.538,0.045,-0.055,0.81,0.06,-0.044,296.65475,46.83527,13.749,1,2
0.967,58.0198583,0.000143,-0.000143,151.85007,0.00188,-0.00188,0.951,0.014,-0.011,5.348,0.182,-0.182,1290.0,34.8,-34.8,3.46,0.29,-0.1,354.0,3.7,0.99,-0.49,66.0,3.0,4920.0,98.0,-98.0,4.62,0.01,-0.059,0.72,0.059,-0.022,287.60559,49.523258,12.231,1,2
1.0,1.632916419,3.3e-06,-3.3e-06,134.54956,0.00166,-0.00166,0.136,0.322,-0.136,1.5599,0.0578,-0.0578,209.0,8.0,-8.0,1.13,0.05,-0.06,1237.0,554.07,93.18,-84.14,31.0,2.0,4979.0,82.0,-74.0,4.538,0.049,-0.036,0.803,0.037,-0.041,282.46811,43.889912,14.458,1,2
0,16.61474421,0,0,177.04832,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.24796,42.10746,15.245,0,0
0.956,62.869463,0.00102,-0.00102,166.0137,0.0124,-0.0124,0.954,0.002,-0.671,6.842,0.299,-0.299,342.0,25.1,-25.1,1.96,0.06,-0.12,349.0,3.51,0.51,-0.59,16.2,1.0,4762.0,85.0,-76.0,4.535,0.056,-0.016,0.781,0.026,-0.045,282.42303,46.014019,14.591,1,2
0.0,12.49117388,7.77e-05,-7.77e-05,136.31491,0.00471,-0.00471,0.747,0.209,-0.522,2.848,0.161,-0.161,190.0,13.3,-13.3,1.36,0.36,-0.16,763.0,80.08,61.35,-24.58,17.0,1.0,5753.0,155.0,-155.0,4.461,0.094,-0.175,0.911,0.237,-0.11,287.13828,41.77771,14.521,0,0
0.0,38.05814006,2.53e-06,-2.53e-06,142.4101791,5.64e-05,-5.64e-05,0.63,0.004,-0.005,8.82403,0.00292,-0.00292,309000.0,86.4,-86.4,94.1,21.9,-14.6,736.0,69.39,46.43,-26.57,3602.0,1.0,6894.0,164.0,-247.0,4.25,0.092,-0.138,1.419,0.33,-0.22,289.91574,43.390789,12.178,0,0
0,495.40462,0.00702,-0.00702,241.0,0.0133,-0.0133,2.3238,1.302,-1.473,0.63,1.6,-1.6,904.0,247.0,-247.0,152.21,61.6,-12.9,248.0,0.9,1.05,-0.24,5.5,1.0,6225.0,156.0,-189.0,4.45,0.042,-0.268,1.031,0.417,-0.087,287.81815,45.404732,13.825,1,1
0.733,15.0617835,0.000265,-0.000265,140.1111,0.016,-0.016,0.114,0.335,-0.114,6.31,0.299,-0.299,197.0,17.9,-17.9,1.61,0.27,-0.21,794.0,94.08,41.79,-26.28,12.1,2.0,5806.0,78.0,-78.0,4.321,0.115,-0.115,1.158,0.197,-0.148,283.79782,46.931,15.386,1,1
1.0,21.22261195,2.91e-05,-2.91e-05,137.57403,0.00113,-0.00113,0.02,0.378,-0.02,6.5093,0.042,-0.042,366.0,3.5,-3.5,2.48,0.11,-0.11,771.0,83.56,12.04,-10.86,114.9,2.0,5945.0,71.0,-71.0,4.213,0.033,-0.027,1.302,0.058,-0.058,290.39273,40.28487,12.365,1,2
0.0,204.280255,0.00683,-0.00683,164.7235,0.0237,-0.0237,0.875,4.582,-0.104,37.2,1.5,-1.5,10600.0,398.0,-398.0,8.99,0.85,-0.77,236.0,0.73,0.25,-0.18,35.1,2.0,4907.0,146.0,-131.0,4.582,0.05,-0.045,0.727,0.069,-0.062,292.38132,38.076649,15.615,0,0
1.0,15.95995611,2.47e-05,-2.47e-05,171.52098,0.00126,-0.00126,0.526,0.016,-0.429,4.3149,0.047,-0.047,523.0,7.9,-7.9,2.27,0.32,-0.12,721.0,63.95,25.18,-11.33,70.9,1.0,5936.0,94.0,-130.0,4.501,0.019,-0.11,0.965,0.139,-0.05,296.41855,49.5401,13.235,1,2
0.882,152.823896,0.00456,-0.00456,147.5443,0.0245,-0.0245,0.119,0.347,-0.119,7.734,0.656,-0.656,456.0,54.1,-54.1,2.45,0.74,-0.32,395.0,5.77,5.02,-2.03,9.9,1.0,6452.0,157.0,-246.0,4.394,0.067,-0.202,1.137,0.345,-0.148,289.63535,44.379711,15.408,1,1
1.0,0.568874717,5.7e-07,-5.7e-07,132.048771,0.000828,-0.000828,0.05,0.399,-0.05,1.2177,0.0304,-0.0304,378.0,9.4,-9.4,1.49,0.24,-0.11,1796.0,2473.19,1305.74,-589.49,50.4,1.0,5223.0,171.0,-155.0,4.593,0.028,-0.105,0.78,0.124,-0.057,291.61188,42.115971,15.23,1,2
0.231,361.51099,0.0102,-0.0102,249.7333,0.0158,-0.0158,0.443,0.531,-0.243,4.868,0.519,-0.519,236.0,31.2,-31.2,6.85,1.1,-3.29,733.0,68.36,35.71,-52.8,9.3,1.0,9492.0,297.0,-396.0,3.619,0.451,-0.08,4.298,0.688,-2.065,290.40793,44.96394,12.973,0,0
0.0,3.539631353,1.19e-06,-1.19e-06,132.774997,0.000287,-0.000287,1.091,0.157,-0.095,1.5372,0.0138,-0.0138,1230.0,7.3,-7.3,39.34,6.08,-14.2,2214.0,5689.3,2860.44,-3689.15,163.5,1.0,7021.0,214.0,-262.0,3.759,0.304,-0.076,2.629,0.406,-0.947,290.43008,51.271549,12.305,0,0
0.993,2.41810158,1.37e-05,-1.37e-05,132.38894,0.0046,-0.0046,0.016,0.439,-0.016,2.144,0.145,-0.145,46.8,4.1,-4.1,0.85,0.15,-0.09,1602.0,1555.96,757.09,-415.64,13.4,1.0,6258.0,112.0,-124.0,4.307,0.08,-0.12,1.239,0.219,-0.135,283.43576,47.06686,12.278,1,2
0.894,0.947554749,4.03e-06,-4.03e-06,131.87955,0.00359,-0.00359,0.058,0.399,-0.058,1.097,0.11,-0.11,65.4,6.7,-6.7,0.67,0.08,-0.02,1633.0,1680.03,543.9,-197.91,12.4,1.0,5508.0,74.0,-82.0,4.569,0.011,-0.105,0.84,0.101,-0.027,286.07114,38.16761,13.853,1,1
1.0,7.834433676,2.96e-06,-2.96e-06,135.222143,0.000296,-0.000296,0.714,0.066,-0.488,2.89,0.0363,-0.0363,2020.0,8.6,-8.6,3.47,0.29,-0.1,689.0,53.33,14.22,-7.09,246.6,1.0,4920.0,98.0,-98.0,4.62,0.01,-0.059,0.72,0.059,-0.022,287.60559,49.523258,12.231,1,2
0.96,3.09872834,2.53e-05,-2.53e-05,134.39281,0.00672,-0.00672,0.133,0.339,-0.133,1.89,0.237,-0.237,248.0,30.0,-30.0,0.64,0.05,-0.06,579.0,26.6,6.64,-6.55,10.1,1.0,3628.0,58.0,-65.0,4.842,0.044,-0.036,0.41,0.034,-0.041,286.81915,37.859009,15.87,1,1
0,208.800733,0.00639,-0.00639,328.6955,0.0145,-0.0145,0.3095,0.187,-0.3093,1.964,0.653,-0.653,594.0,139.0,-139.0,2.88,1.8,-0.37,347.0,3.43,6.63,-1.2,4.9,1.0,6208.0,159.0,-235.0,4.372,0.078,-0.349,1.168,0.732,-0.151,296.94031,46.494099,15.239,1,1
0.0,26.71841755,2.86e-06,-2.86e-06,138.0518033,9.29e-05,-9.29e-05,1.069,0.013,-0.015,8.14155,0.00447,-0.00447,73000.0,38.5,-38.5,66.69,19.7,-21.7,727.0,65.88,59.97,-39.63,2173.1,1.0,5957.0,196.0,-196.0,4.168,0.3,-0.175,1.286,0.38,-0.418,296.12494,42.522102,13.144,0,0
1.0,8.689301216,9.8e-06,-9.8e-06,133.661284,0.000867,-0.000867,0.029,0.379,-0.029,2.563,0.0313,-0.0313,1120.0,17.4,-17.4,2.92,0.6,-0.42,782.0,88.24,59.32,-31.32,70.9,1.0,5211.0,181.0,-163.0,4.447,0.12,-0.18,0.895,0.186,-0.129,298.60788,46.453678,14.548,1,2
1.0,1.594745374,1.13e-07,-1.13e-07,170.6483505,5.79e-05,-5.79e-05,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,15000.0,20.3,-20.3,11.3,3.09,-1.33,1539.0,1329.42,1067.75,-412.98,1009.3,1.0,5934.0,160.0,-178.0,4.491,0.065,-0.195,0.893,0.244,-0.105,285.21381,39.027481,15.53,1,2
1.0,104.8205868,0.000233,-0.000233,374.83154,0.0015,-0.0015,0.918,0.006,-0.01,4.4794,0.0878,-0.0878,3920.0,75.6,-75.6,6.45,1.78,-0.71,376.0,4.74,3.94,-1.5,76.6,1.0,5986.0,179.0,-215.0,4.527,0.06,-0.192,0.85,0.234,-0.094,291.02069,42.46244,15.229,1,1
0,365.620697,0.00292,-0.00292,238.984,0.00437,-0.00437,0.4173,0.043,-0.1914,32.263,0.428,-0.428,27200.0,238.0,-238.0,12.75,3.29,-1.29,215.0,0.5,0.41,-0.14,671.1,1.0,5273.0,176.0,-138.0,4.531,0.069,-0.21,0.768,0.198,-0.078,291.62619,47.08123,14.622,0,0
0.0,14.31315739,7.8e-07,-7.8e-07,138.2205171,4.47e-05,-4.47e-05,0.004,0.008,-0.004,8.90236,0.00138,-0.00138,21600.0,5.8,-5.8,34.98,8.04,-8.05,1144.0,404.48,240.82,-178.65,4262.9,1.0,5750.0,77.0,-86.0,3.703,0.162,-0.108,2.379,0.547,-0.547,292.08383,41.915031,13.254,0,0
0.0,0.94808587,2.8e-06,-2.8e-06,131.93348,0.00168,-0.00168,1.105,0.103,-0.085,8.03,1.3,-1.3,230.0,64.7,-64.7,37.72,6.65,-12.4,3359.0,30040.23,15622.29,-18150.39,145.3,1.0,6875.0,164.0,-226.0,3.798,0.259,-0.111,2.856,0.503,-0.935,297.99118,47.768749,11.601,0,0
0.0,75.378004,0.000739,-0.000739,167.11715,0.00858,-0.00858,0.989,60.11,-0.039,6.744,0.408,-0.408,448.0,26.2,-26.2,3.82,0.59,-0.44,455.0,10.13,4.36,-2.83,20.5,1.0,5876.0,105.0,-117.0,4.374,0.095,-0.116,1.077,0.166,-0.125,297.62936,41.637459,13.693,0,0
0.233,105.5904748,0.000908,-0.000908,192.30383,0.00619,-0.00619,0.743,0.233,-0.504,2.188,0.222,-0.222,292.0,37.6,-37.6,8.16,0.93,-0.58,670.0,47.59,14.87,-8.38,9.5,1.0,4869.0,68.0,-58.0,3.193,0.03,-0.03,4.383,0.501,-0.308,298.76041,40.052792,11.653,1,1
1.0,4.603575293,4.67e-06,-4.67e-06,171.840124,0.000813,-0.000813,0.246,0.189,-0.246,2.3499,0.0261,-0.0261,440.0,6.3,-6.3,1.51,0.08,-0.06,810.0,101.65,20.2,-15.28,79.7,1.0,4783.0,95.0,-95.0,4.602,0.014,-0.046,0.741,0.039,-0.03,297.354,41.300049,12.97,1,2
0,1.03905082,1.3e-05,-1.3e-05,132.5348,0.0112,-0.0112,0.4522,0.0165,-0.4521,3.035,0.33,-0.33,43.8,5.2,-5.2,0.87,0.35,-0.16,2297.0,6581.45,7865.56,-2841.29,9.9,1.0,6558.0,179.0,-232.0,4.239,0.163,-0.163,1.28,0.517,-0.243,299.27612,43.936829,13.835,0,0
0.976,30.0899459,0.000303,-0.000303,149.06413,0.00737,-0.00737,0.907,0.05,-0.632,6.654,0.245,-0.245,243.0,15.4,-15.4,2.25,0.38,-0.25,660.0,44.79,19.55,-11.44,16.6,2.0,6056.0,81.0,-90.0,4.332,0.08,-0.12,1.209,0.202,-0.134,291.2562,49.258949,14.881,1,2
0.0,1.42796645,1.6e-06,-1.6e-06,132.604851,0.00089,-0.00089,1.305,0.089,-0.066,12.8653,0.00024,-0.00024,6010.0,51.9,-51.9,39.76,9.96,-3.54,1637.0,1700.47,1260.99,-450.9,347.6,1.0,6099.0,167.0,-182.0,4.511,0.044,-0.165,0.919,0.23,-0.082,297.61914,47.767921,13.731,0,0
1.0,5.931196562,5.35e-06,-5.35e-06,174.796908,0.000706,-0.000706,0.886,0.019,-0.616,2.4999,0.0528,-0.0528,1010.0,12.6,-12.6,2.01,0.12,-0.13,562.0,23.5,4.7,-4.67,90.5,1.0,3984.0,71.0,-86.0,4.72,0.03,-0.03,0.539,0.031,-0.035,288.49582,51.08194,14.258,1,2
0.0,7.132351753,7.13e-06,-7.13e-06,134.473083,0.000822,-0.000822,1.206,6.596,-0.109,2.9674,0.0397,-0.0397,744.0,9.5,-9.5,49.34,13.6,-11.1,1579.0,1466.12,1195.78,-724.22,91.2,1.0,7530.0,209.0,-314.0,4.08,0.16,-0.176,1.93,0.532,-0.435,294.83032,46.734348,13.337,0,0
0.999,15.604841,0.000133,-0.000133,131.9989,0.00654,-0.00654,0.715,0.234,-0.497,4.543,0.172,-0.172,73.4,5.0,-5.0,1.57,0.32,-0.48,1013.0,248.62,153.97,-144.65,15.3,1.0,6254.0,174.0,-212.0,4.019,0.266,-0.114,1.706,0.349,-0.524,298.20261,44.925831,13.096,1,2
0.998,46.7162336,0.000837,-0.000837,145.5064,0.0153,-0.0153,0.266,0.205,-0.266,7.259,0.417,-0.417,346.0,26.4,-26.4,2.03,0.33,-0.18,531.0,18.74,8.08,-4.01,15.4,1.0,5856.0,79.0,-79.0,4.386,0.066,-0.123,1.092,0.18,-0.097,289.8288,45.10276,15.223,1,1
0.0,0.933747375,4.93e-06,-4.93e-06,131.5199,0.00502,-0.00502,1.063,0.356,-0.074,5.974,0.274,-0.274,199.0,6.9,-6.9,8.93,2.61,-0.93,2003.0,3820.18,3207.16,-1163.83,35.9,1.0,6224.0,153.0,-218.0,4.454,0.052,-0.195,1.024,0.299,-0.107,292.32864,48.021519,14.74,0,0
0.0,20.14880771,1.42e-06,-1.42e-06,135.8116283,5.77e-05,-5.77e-05,0.215,0.004,0.0,8.52557,0.00334,-0.00334,527000.0,253.0,-253.0,68.52,17.0,-9.18,631.0,37.55,28.29,-12.61,3487.5,1.0,5547.0,166.0,-166.0,4.447,0.098,-0.168,0.918,0.228,-0.123,293.94894,41.855461,14.904,0,0
0,6.44173995,4.6e-05,-4.6e-05,136.77753,0.00638,-0.00638,0.3252,0.106,-0.3252,1.635,0.179,-0.179,108.0,12.2,-12.2,1.41,0.81,-0.3,1175.0,451.14,796.29,-206.27,10.5,1.0,6088.0,157.0,-201.0,4.225,0.175,-0.299,1.339,0.777,-0.284,298.91083,42.18504,13.861,0,0
0.0,2.845739012,2.25e-06,-2.25e-06,134.279738,0.000697,-0.000697,1.213,0.066,-0.061,11.9327,0.0314,-0.0314,24400.0,59.0,-59.0,44.7,14.0,-4.66,1294.0,663.42,630.85,-201.93,488.6,1.0,5982.0,189.0,-210.0,4.493,0.054,-0.216,0.96,0.3,-0.1,296.67294,40.650982,15.362,0,0
1.0,7.41556471,5.36e-05,-5.36e-05,137.81512,0.00613,-0.00613,0.434,0.02,-0.434,1.973,0.194,-0.194,150.0,15.6,-15.6,0.79,0.05,-0.03,622.0,35.37,8.57,-4.73,11.8,2.0,4500.0,90.0,-90.0,4.656,0.012,-0.045,0.646,0.046,-0.02,295.22879,45.97102,14.028,1,2
0.0,4.46255312,3.91e-05,-3.91e-05,133.64977,0.00851,-0.00851,0.004,0.102,-0.004,14.0957,0.0707,-0.0707,22700.0,183.0,-183.0,52.74,29.7,-16.0,1795.0,2458.34,4318.08,-1370.94,140.9,1.0,4847.0,147.0,-110.0,3.277,0.325,-0.325,3.619,2.041,-1.099,296.97522,47.886551,14.673,0,0
0.995,4.13029832,5.22e-05,-5.22e-05,133.5272,0.012,-0.012,0.041,0.394,-0.041,2.461,0.283,-0.283,325.0,41.8,-41.8,1.44,0.33,-0.14,995.0,231.52,172.92,-67.2,8.7,1.0,5490.0,199.0,-182.0,4.557,0.048,-0.143,0.81,0.187,-0.08,291.2941,41.91283,15.956,1,1
